transcript_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-173,RNA-ACR-178
FUN_011121-T1,0,0,7,0
FUN_020083-T1,0,0,0,0
FUN_021615-T1,0,0,0,0
FUN_000613-T1,2763,1412,2410,2408
FUN_027174-T1,1,1,1,1
FUN_006282-T1,0,0,0,1
FUN_019500-T1,0,0,1,5
FUN_015219-T1,2274,971,974,1185
FUN_038605-T1,0,11,0,0
FUN_030972-T1,0,0,0,1
FUN_034446-T1,0,0,20,14
FUN_025573-T1,255,241,243,211
FUN_034747-T1,0,14,9,0
FUN_033704-T1,11,37,48,120
FUN_015934-T1,0,3,0,0
FUN_006122-T1,0,0,0,0
FUN_007039-T1,0,0,0,0
FUN_001798-T1,35,8,35,105
FUN_043241-T1,6571,5620,5245,3891
FUN_022702-T1,2046,1607,1949,2279
FUN_033829-T1,95,13,0,0
FUN_003565-T1,0,0,0,0
FUN_019138-T1,134,30,97,130
FUN_022488-T1,178,199,229,215
FUN_036586-T1,0,0,0,0
FUN_042350-T1,905,475,395,1621
FUN_015507-T1,0,0,0,0
FUN_032769-T1,0,4,0,0
FUN_038971-T1,46,40,0,106
FUN_027869-T1,0,0,0,3
FUN_004383-T1,50,16,12,100
FUN_031733-T1,1755,1290,969,766
FUN_036466-T1,0,0,2,1
FUN_039620-T1,0,0,0,0
FUN_029455-T1,0,0,0,0
FUN_009527-T1,0,0,0,0
FUN_034057-T1,2593,1567,2909,1448
FUN_042730-T1,0,0,0,0
FUN_043740-T1,0,0,0,0
FUN_004161-T1,60,36,20,38
FUN_017661-T1,0,0,0,0
FUN_030674-T1,5698,3650,5525,5429
FUN_037912-T1,27,0,0,127
FUN_022901-T1,14,0,21,61
FUN_026499-T1,1196,0,142,825
FUN_000477-T1,717,1140,876,470
FUN_030149-T1,0,0,0,0
FUN_002173-T1,0,2,0,0
FUN_017208-T1,0,0,0,0
FUN_014236-T1,0,0,0,0
FUN_036989-T1,0,0,0,16
FUN_011540-T1,0,0,0,0
FUN_006052-T1,3,5,0,0
FUN_013099-T1,976,812,2,578
FUN_033470-T1,1,0,0,2
FUN_022332-T1,1212,724,1201,977
FUN_030233-T1,3,0,0,12
FUN_022185-T1,2555,2122,2803,847
FUN_007125-T1,2450,1997,1827,1073
FUN_016882-T1,0,0,0,591
FUN_002668-T1,1024,735,1929,3002
FUN_008634-T1,2725,1684,1707,1493
FUN_039636-T1,0,0,0,0
FUN_033066-T1,53,12,18,90
FUN_015094-T1,5,0,109,43
FUN_031217-T1,97,35,72,17
FUN_032161-T1,1573,755,980,903
FUN_038717-T1,1600,2316,1270,848
FUN_019938-T1,0,0,0,1
FUN_042132-T1,177586,103367,78459,31076
FUN_032193-T1,7429,6774,4670,5791
FUN_018370-T1,0,1,1,0
FUN_004066-T1,0,31,0,0
FUN_006619-T1,13608,21379,24872,17876
FUN_005795-T1,0,0,0,0
FUN_040211-T1,325,89,109,180
FUN_022269-T1,70,47,8,38
FUN_000378-T1,8010,4737,5995,3703
FUN_035006-T1,6024,5920,5656,3497
FUN_025860-T1,413,559,853,297
FUN_039880-T1,225,107,282,605
FUN_043891-T1,24,74,71,212
FUN_023616-T1,162,248,132,144
FUN_006436-T1,1383,791,1607,1363
FUN_022320-T1,502,345,378,192
FUN_039839-T1,17,36,15,46
FUN_003854-T1,1608,1188,1228,2006
FUN_034306-T1,377,197,588,293
FUN_018332-T1,382,132,1313,560
FUN_030339-T1,6,1,1,25
FUN_004540-T1,0,0,0,0
FUN_020252-T1,0,0,0,0
FUN_010662-T1,1111,701,814,443
FUN_021352-T1,0,0,0,0
FUN_010981-T1,692,1378,773,1006
FUN_032520-T1,124,93,213,242
FUN_030911-T1,0,0,0,0
FUN_028094-T1,1302,891,857,673
FUN_006066-T1,0,0,0,0
FUN_013125-T1,0,0,0,0
FUN_003622-T1,126,51,100,8
FUN_034587-T1,0,0,0,0
FUN_030074-T1,602,142,510,254
FUN_023835-T1,0,0,0,0
FUN_010435-T1,0,0,0,0
FUN_015196-T1,17,4,170,93
FUN_005201-T1,55,0,97,46
FUN_031571-T1,1208,149,129,108
FUN_009189-T1,46,91,33,82
FUN_019228-T1,0,0,0,0
FUN_017058-T1,0,0,0,1
FUN_031125-T1,0,0,0,0
FUN_009221-T1,0,0,2,4
FUN_034255-T1,0,0,0,9
FUN_004152-T1,0,0,3,0
FUN_043995-T1,0,0,0,0
FUN_013947-T1,0,0,5,0
FUN_029023-T1,23,11,99,74
FUN_024720-T1,20,0,0,0
FUN_044008-T1,0,0,0,3
FUN_030179-T1,0,0,0,17
FUN_004012-T1,0,0,0,0
FUN_005592-T1,0,0,2,0
FUN_003128-T1,0,0,0,0
FUN_004224-T1,1449,1448,837,1273
FUN_041107-T1,6,0,1,0
FUN_017670-T1,4,6,1,4
FUN_024525-T1,352,308,164,182
FUN_011948-T1,1805,1414,1200,1013
FUN_033810-T1,1725,2437,1909,1028
FUN_031688-T1,1133,898,1979,1334
FUN_011036-T1,0,0,0,0
FUN_042538-T1,0,0,0,0
FUN_016090-T1,553,383,373,352
FUN_022939-T1,28164,28905,20641,4383
FUN_008895-T1,387,183,456,259
FUN_013555-T1,61939,55025,72773,59451
FUN_028545-T1,17,0,0,23
FUN_017106-T1,0,0,0,0
FUN_016289-T1,198,107,58,177
FUN_034943-T1,201,290,215,196
FUN_020416-T1,0,0,0,0
FUN_026864-T1,0,0,0,0
FUN_018066-T1,100,0,0,53
FUN_029635-T1,0,0,0,3
FUN_014161-T1,0,0,0,0
FUN_001386-T1,18214,15167,14459,11208
FUN_009629-T1,40,7,108,55
FUN_019301-T1,0,0,0,0
FUN_013909-T1,0,0,0,0
FUN_032229-T1,2653,311,2173,410
FUN_037234-T1,0,0,0,0
FUN_021070-T1,0,0,0,4
FUN_011712-T1,6,22,0,13
FUN_014665-T1,2476,804,1922,1069
FUN_019125-T1,6,0,11,23
FUN_019578-T1,0,0,0,0
FUN_022278-T1,4611,3352,3946,3255
FUN_018184-T1,49,0,206,91
FUN_041199-T1,0,0,0,0
FUN_025971-T1,683,812,434,155
FUN_029077-T1,0,0,0,90
FUN_028875-T1,106,57,94,70
FUN_042421-T1,0,0,0,28
FUN_013929-T1,0,0,0,0
FUN_001072-T1,633,632,401,426
FUN_035328-T1,4609,1604,2358,2188
FUN_019265-T1,0,0,0,0
FUN_036777-T1,65,34,233,200
FUN_025391-T1,0,0,0,32
FUN_014597-T1,2350,1844,1535,1440
FUN_024833-T1,44,0,39,44
FUN_022261-T1,1081,734,1246,726
FUN_040392-T1,0,0,0,3
FUN_037028-T1,20,0,15,28
FUN_032047-T1,121,55,188,137
FUN_036313-T1,2,1,4,1
FUN_034763-T1,0,0,0,0
FUN_004441-T1,884,820,1052,455
FUN_014173-T1,0,0,0,0
FUN_021908-T1,0,0,0,0
FUN_016922-T1,0,0,0,0
FUN_030468-T1,6,0,1,35
FUN_040633-T1,0,0,0,0
FUN_019333-T1,81,45,593,281
FUN_028580-T1,0,0,0,0
FUN_009464-T1,719,761,746,859
FUN_017392-T1,0,1,0,0
FUN_016005-T1,0,0,0,0
FUN_024319-T1,51,69,164,30
FUN_030960-T1,0,0,0,1
FUN_039488-T1,0,0,0,0
FUN_030229-T1,2,0,0,16
FUN_038146-T1,620,715,492,526
FUN_017562-T1,0,0,0,0
FUN_009177-T1,113,126,73,50
FUN_038941-T1,0,15,0,0
FUN_007609-T1,0,0,0,6
FUN_002716-T1,198,129,226,190
FUN_021730-T1,0,0,0,0
FUN_023507-T1,1837,1260,1779,1712
FUN_013331-T1,1235,672,707,520
FUN_019051-T1,0,0,0,13
FUN_015673-T1,0,0,2,18
FUN_018939-T1,0,0,0,26
FUN_001546-T1,5466,4353,3628,3030
FUN_012954-T1,45,24,25,10
FUN_025950-T1,12065,11365,6719,5636
FUN_027294-T1,0,0,0,0
FUN_036739-T1,474,277,380,769
FUN_007551-T1,0,0,0,1
FUN_039306-T1,0,0,0,0
FUN_022663-T1,727,533,770,360
FUN_026466-T1,78,40,63,0
FUN_008614-T1,2045,1461,1719,1720
FUN_014743-T1,822,331,473,481
FUN_006423-T1,198,182,108,53
FUN_028986-T1,280,182,473,150
FUN_042631-T1,1896,1332,1149,1148
FUN_037094-T1,143,81,178,2
FUN_009310-T1,1935,3227,1834,935
FUN_021933-T1,30,0,1,81
FUN_013373-T1,1402,874,1894,1253
FUN_008842-T1,2,4,237,140
FUN_035854-T1,0,0,0,3
FUN_023560-T1,2911,2018,4112,1309
FUN_002704-T1,321,551,387,100
FUN_009786-T1,59,21,0,42
FUN_037293-T1,2594,956,536,567
FUN_027657-T1,0,0,0,0
FUN_039379-T1,2,26,6,0
FUN_017501-T1,0,0,0,0
FUN_022658-T1,59,35,0,19
FUN_016890-T1,942,1050,1076,873
FUN_015868-T1,0,0,0,0
FUN_002064-T1,0,0,0,0
FUN_029318-T1,8979,7323,6788,3651
FUN_003357-T1,21,76,11,42
FUN_020870-T1,4,0,0,19
FUN_013084-T1,847,941,1124,767
FUN_015525-T1,0,0,0,0
FUN_038953-T1,0,0,0,0
FUN_039434-T1,822,799,893,317
FUN_007320-T1,0,0,0,0
FUN_040203-T1,2484,3127,1335,541
FUN_031776-T1,0,0,0,0
FUN_016356-T1,84,126,118,203
FUN_035514-T1,229,562,246,361
FUN_040844-T1,0,0,16,0
FUN_031399-T1,0,145,0,10
FUN_004087-T1,768,1034,243,671
FUN_042966-T1,6,38,0,0
FUN_029475-T1,1766,1205,1064,890
FUN_009848-T1,0,0,0,0
FUN_003656-T1,0,0,0,0
FUN_020732-T1,0,0,0,0
FUN_039797-T1,90,51,0,17
FUN_040979-T1,0,0,0,78
FUN_035901-T1,2888,2470,2114,1394
FUN_023757-T1,0,0,0,0
FUN_015782-T1,97,0,23,0
FUN_013202-T1,0,0,0,0
FUN_008867-T1,284,271,78,515
FUN_003883-T1,0,0,26,32
FUN_011336-T1,0,0,0,0
FUN_025126-T1,0,0,0,1
FUN_039617-T1,0,0,0,0
FUN_041947-T1,3647,2100,1174,2544
FUN_030908-T1,0,0,0,0
FUN_039253-T1,0,0,0,0
FUN_026902-T1,698,438,564,344
FUN_005921-T1,1248,826,1200,835
FUN_043825-T1,0,0,0,0
FUN_039182-T1,0,0,0,0
FUN_043155-T1,73,41,0,57
FUN_006550-T1,167,511,286,282
FUN_026996-T1,99,294,11,89
FUN_024898-T1,0,0,0,0
FUN_015600-T1,0,0,0,0
FUN_012103-T1,688,425,786,801
FUN_044148-T1,61,243,201,461
FUN_008813-T1,0,0,0,5
FUN_001468-T1,0,0,1,0
FUN_013749-T1,0,0,0,0
FUN_013130-T1,25,0,0,6
FUN_005211-T1,10,0,11,0
FUN_013937-T1,0,0,0,0
FUN_009863-T1,16,8,19,91
FUN_043460-T1,2838,1736,1710,1223
FUN_023105-T1,3310,4195,4698,1816
FUN_032265-T1,25,0,22,32
FUN_031096-T1,0,98,0,0
FUN_003339-T1,0,0,0,59
FUN_031462-T1,104,198,127,251
FUN_038990-T1,0,0,0,0
FUN_039684-T1,27,0,0,40
FUN_004133-T1,37,0,53,57
FUN_022230-T1,0,11,34,25
FUN_025385-T1,0,0,0,38
FUN_023979-T1,536,402,732,371
FUN_020224-T1,0,0,0,0
FUN_044274-T1,994,1670,481,336
FUN_008423-T1,94,0,0,0
FUN_018301-T1,0,0,0,0
FUN_035331-T1,7605,2024,2794,1491
FUN_020397-T1,0,0,0,0
FUN_026832-T1,207,0,0,0
FUN_018055-T1,12010,2958,1624,518
FUN_039145-T1,8,0,10,54
FUN_023746-T1,0,1,0,1
FUN_026078-T1,1516,918,986,652
FUN_038078-T1,1031,1367,941,869
FUN_029183-T1,476,788,425,518
FUN_004641-T1,8655,10604,7131,3999
FUN_022730-T1,63,12,21,37
FUN_036213-T1,6624,4490,7665,5180
FUN_036603-T1,0,0,0,0
FUN_012745-T1,11,0,2,14
FUN_015957-T1,0,0,0,0
FUN_040524-T1,0,4,0,10
FUN_008801-T1,99,143,320,159
FUN_042313-T1,0,0,0,0
FUN_040447-T1,71,65,0,288
FUN_011374-T1,19,0,0,0
FUN_011599-T1,0,0,0,1
FUN_002994-T1,0,0,0,0
FUN_002130-T1,0,22,4,0
FUN_006762-T1,218,400,198,342
FUN_007622-T1,0,7,13,20
FUN_029972-T1,0,0,0,0
FUN_021503-T1,0,0,0,0
FUN_035351-T1,860,612,229,513
FUN_029518-T1,2123,1332,1713,1124
FUN_042397-T1,0,0,0,0
FUN_014778-T1,90,18,13,22
FUN_007299-T1,9,4,4,31
FUN_003521-T1,0,30,9,21
FUN_005348-T1,2379,1926,3420,2153
FUN_036161-T1,25,37,125,68
FUN_019331-T1,4423,5887,2921,2478
FUN_036904-T1,0,6,0,15
FUN_000724-T1,0,0,0,0
FUN_021691-T1,0,0,0,0
FUN_006169-T1,2817,2464,4253,4574
FUN_037357-T1,3,0,31,0
FUN_001889-T1,4800,2652,4104,3342
FUN_040105-T1,0,0,0,0
FUN_005718-T1,527,611,485,566
FUN_021315-T1,0,0,0,0
FUN_034113-T1,1406,988,1337,1730
FUN_027127-T1,1713,924,1367,1146
FUN_035356-T1,63,741,161,91
FUN_024160-T1,12748,8105,12406,5453
FUN_034242-T1,1642,516,1280,1993
FUN_016083-T1,12054,10999,11828,9064
FUN_031617-T1,0,0,0,0
FUN_022828-T1,1897,670,852,54
FUN_034736-T1,4,0,0,4
FUN_024882-T1,86,133,50,64
FUN_004715-T1,147,96,36,44
FUN_000651-T1,0,0,0,0
FUN_038287-T1,30,0,33,51
FUN_038798-T1,715,553,533,508
FUN_035661-T1,0,10,5,0
FUN_023934-T1,9162,9709,7341,5551
FUN_037747-T1,652,635,1078,1146
FUN_010117-T1,4,14,0,235
FUN_031117-T1,0,0,0,0
FUN_019433-T1,39,18,30,16
FUN_044234-T1,0,0,0,9
FUN_017041-T1,0,0,0,0
FUN_034494-T1,0,0,0,0
FUN_024739-T1,0,0,0,0
FUN_021515-T1,0,0,0,0
FUN_019804-T1,0,0,0,18
FUN_027987-T1,52,6808,3038,4809
FUN_007029-T1,175,67,289,193
FUN_017551-T1,0,0,0,0
FUN_033650-T1,12,1,0,26
FUN_031067-T1,480,142,333,324
FUN_027948-T1,2612,12,1902,0
FUN_009161-T1,12,22,22,35
FUN_028870-T1,0,0,0,282
FUN_009577-T1,1,0,0,6
FUN_024890-T1,0,0,0,0
FUN_010539-T1,0,0,0,41
FUN_025589-T1,63,58,27,28
FUN_035856-T1,34,0,0,0
FUN_017180-T1,0,0,0,1
FUN_026491-T1,8313,8716,7487,3707
FUN_009324-T1,0,0,0,26
FUN_013787-T1,0,0,0,0
FUN_008513-T1,247,247,321,422
FUN_018576-T1,11,0,0,4
FUN_005268-T1,4889,10461,9446,2951
FUN_005636-T1,0,0,0,5
FUN_010443-T1,0,0,0,0
FUN_016343-T1,839,1239,632,819
FUN_040024-T1,151,129,180,37
FUN_012565-T1,57,0,21,126
FUN_033493-T1,0,0,0,0
FUN_028832-T1,0,6,85,0
FUN_041770-T1,1413,2859,1306,839
FUN_010751-T1,379,223,376,442
FUN_003817-T1,0,0,0,0
FUN_029376-T1,1834,314,1196,288
FUN_038624-T1,255,262,481,248
FUN_031000-T1,0,0,0,8
FUN_042663-T1,239,163,293,197
FUN_007636-T1,20,0,0,0
FUN_044265-T1,4,8,24,152
FUN_019640-T1,0,0,0,0
FUN_013995-T1,0,0,0,0
FUN_017932-T1,11374,10068,10891,8799
FUN_036999-T1,596,312,876,1266
FUN_030340-T1,0,0,0,0
FUN_019602-T1,0,0,0,0
FUN_015823-T1,0,0,0,0
FUN_044135-T1,6,25,14,110
FUN_003853-T1,619,115,390,517
FUN_031878-T1,387,384,920,544
FUN_015237-T1,710,377,607,248
FUN_017951-T1,443,318,295,215
FUN_015042-T1,4728,3446,3748,3760
FUN_016253-T1,3,0,0,5
FUN_006988-T1,2218,1306,1715,1536
FUN_003327-T1,0,0,0,0
FUN_032679-T1,463,141,168,146
FUN_030811-T1,0,0,0,0
FUN_033764-T1,1394,583,1211,571
FUN_023917-T1,0,0,0,0
FUN_029055-T1,66,33,66,63
FUN_002774-T1,1148,498,909,651
FUN_015537-T1,0,0,0,0
FUN_025852-T1,0,0,0,0
FUN_038082-T1,393,265,803,814
FUN_016948-T1,0,0,0,0
FUN_026704-T1,451,339,361,408
FUN_039691-T1,0,0,0,0
FUN_018361-T1,348,422,864,498
FUN_002041-T1,0,0,0,0
FUN_023557-T1,1189,483,971,1098
FUN_041184-T1,906,809,448,211
FUN_006151-T1,760,1062,980,1060
FUN_009298-T1,9446,8752,6604,2620
FUN_015931-T1,0,0,0,1
FUN_034452-T1,0,0,0,0
FUN_032240-T1,2278,1921,2306,2964
FUN_027794-T1,0,0,0,0
FUN_005429-T1,0,0,0,0
FUN_038989-T1,11,0,3,0
FUN_010058-T1,0,0,0,18
FUN_001959-T1,0,1,1,0
FUN_012007-T1,2743,1766,393,453
FUN_034342-T1,0,0,0,5
FUN_023356-T1,74,10,26,192
FUN_037486-T1,1632,1281,1152,696
FUN_042562-T1,2,1,1,0
FUN_028506-T1,2769,1577,2372,2116
FUN_013326-T1,2672,1932,2835,2146
FUN_018896-T1,59,288,9,61
FUN_022343-T1,172,275,347,374
FUN_043676-T1,0,0,11,14
FUN_000175-T1,0,0,0,13
FUN_002654-T1,255,249,111,65
FUN_044096-T1,65,130,76,259
FUN_002597-T1,0,0,0,84
FUN_027785-T1,0,0,0,0
FUN_032202-T1,1356,1152,1054,1063
FUN_007678-T1,2924,3351,2475,2387
FUN_044137-T1,58,202,155,450
FUN_024728-T1,0,0,0,7
FUN_031581-T1,4,0,11,6
FUN_040729-T1,0,0,0,0
FUN_028156-T1,420,385,755,441
FUN_043215-T1,106,31,237,37
FUN_011302-T1,0,0,0,0
FUN_004558-T1,11,12,2,17
FUN_043962-T1,0,0,0,2
FUN_029146-T1,0,0,0,0
FUN_015259-T1,7106,12548,7933,7308
FUN_018822-T1,232,395,681,229
FUN_017049-T1,0,0,0,1
FUN_007964-T1,3612,4294,3094,1741
FUN_022582-T1,123,66,26,75
FUN_024613-T1,0,0,0,48
FUN_033970-T1,431,239,380,337
FUN_037302-T1,1980,1282,2454,1722
FUN_043560-T1,8973,7087,7495,6771
FUN_032134-T1,18,0,28,34
FUN_024731-T1,0,0,0,0
FUN_040667-T1,403,313,193,412
FUN_031212-T1,1279,1366,918,798
FUN_019498-T1,0,0,6,0
FUN_027571-T1,1,0,0,0
FUN_011280-T1,280,494,463,353
FUN_017926-T1,642,358,753,636
FUN_015824-T1,0,0,0,0
FUN_006418-T1,104,23,78,34
FUN_036571-T1,0,0,0,0
FUN_001944-T1,9,18,66,63
FUN_029769-T1,10,6,0,1
FUN_029726-T1,0,0,0,0
FUN_002327-T1,211,22,486,247
FUN_039396-T1,1248,7,1280,408
FUN_014192-T1,4,0,0,0
FUN_020837-T1,0,0,35,26
FUN_006920-T1,1292,1501,1054,909
FUN_007008-T1,5581,4004,4754,3073
FUN_002860-T1,27,1,9,89
FUN_011782-T1,412,267,227,467
FUN_042829-T1,3616,5353,2941,2842
FUN_022143-T1,0,0,0,0
FUN_008831-T1,9,29,4,7
FUN_027125-T1,0,0,0,0
FUN_019467-T1,0,0,0,0
FUN_040704-T1,0,0,0,0
FUN_025457-T1,32,0,0,0
FUN_006203-T1,0,0,19,4
FUN_027740-T1,0,0,0,0
FUN_043164-T1,483,576,498,641
FUN_040817-T1,0,0,0,0
FUN_032701-T1,12378,7070,9588,9667
FUN_022758-T1,2988,3737,4895,4386
FUN_018114-T1,0,2,0,0
FUN_012700-T1,870,847,155,338
FUN_001749-T1,1480,1205,1127,748
FUN_015859-T1,2,2,1,1
FUN_006993-T1,1120,629,1035,787
FUN_044299-T1,6,16,11,40
FUN_005411-T1,0,0,0,6
FUN_035412-T1,21,0,345,116
FUN_021478-T1,255,566,196,173
FUN_000395-T1,1140,1345,1307,1004
FUN_041006-T1,0,1,0,0
FUN_005108-T1,1780,398,680,775
FUN_030008-T1,0,0,0,62
FUN_011859-T1,191,75,111,96
FUN_043392-T1,7688,5706,6523,5752
FUN_022130-T1,0,0,0,0
FUN_001150-T1,1329,1062,1229,963
FUN_000315-T1,784,128,291,363
FUN_025430-T1,1546,1929,1729,756
FUN_005619-T1,0,0,0,1
FUN_032945-T1,0,0,1,0
FUN_042378-T1,0,5,0,0
FUN_021141-T1,0,0,0,0
FUN_017370-T1,0,1,0,0
FUN_003992-T1,3957,7697,6594,3527
FUN_004451-T1,58,167,86,79
FUN_022076-T1,4348,3689,3615,3576
FUN_030593-T1,0,0,0,0
FUN_008934-T1,6998,8406,9244,6564
FUN_041010-T1,1,1,0,2
FUN_009607-T1,39,5,49,35
FUN_022857-T1,738,242,50,112
FUN_015358-T1,28,0,0,93
FUN_006087-T1,1182,746,747,704
FUN_030419-T1,0,0,0,2
FUN_035428-T1,61,209,390,178
FUN_035633-T1,414,2735,1892,122
FUN_028500-T1,0,0,0,0
FUN_037829-T1,0,0,0,0
FUN_031107-T1,0,0,0,0
FUN_026354-T1,0,0,0,0
FUN_012194-T1,3305,1604,2072,825
FUN_023646-T1,269,498,141,83
FUN_024916-T1,36,838,0,306
FUN_043942-T1,0,0,0,5
FUN_036214-T1,25,0,0,0
FUN_017316-T1,0,0,0,0
FUN_004926-T1,1036,1033,1021,878
FUN_044316-T1,0,0,0,0
FUN_002448-T1,194,4,36,61
FUN_022919-T1,1688,1277,2686,140
FUN_015611-T1,0,0,0,0
FUN_035194-T1,2150,2662,2087,1279
FUN_039061-T1,0,0,0,0
FUN_018566-T1,0,0,0,3
FUN_033989-T1,4930,2971,5322,4188
FUN_004744-T1,15,0,13,0
FUN_032825-T1,759,1094,1241,688
FUN_011796-T1,20,82,126,0
FUN_013867-T1,0,0,99,4
FUN_008794-T1,1425,1347,1031,957
FUN_036806-T1,0,0,0,0
FUN_042141-T1,0,0,0,0
FUN_041020-T1,0,0,0,0
FUN_020208-T1,0,0,0,0
FUN_007665-T1,80,0,75,94
FUN_018889-T1,0,0,0,0
FUN_004998-T1,38,0,0,191
FUN_027202-T1,16,60,23,32
FUN_018461-T1,1,4,0,1
FUN_032242-T1,185,0,185,82
FUN_015247-T1,0,0,43,5
FUN_020976-T1,7,0,3,193
FUN_016206-T1,0,128,171,0
FUN_028755-T1,0,0,0,6
FUN_009404-T1,0,7,0,0
FUN_006824-T1,34,14,48,125
FUN_039023-T1,0,0,0,0
FUN_014756-T1,1926,1504,1566,1050
FUN_025434-T1,0,28,0,16
FUN_037946-T1,1,0,0,0
FUN_009669-T1,0,0,0,0
FUN_004522-T1,356,164,286,292
FUN_001758-T1,0,0,0,0
FUN_007971-T1,0,19,5,41
FUN_031037-T1,0,0,0,3
FUN_024760-T1,127,32,37,19
FUN_026949-T1,0,0,0,16
FUN_005701-T1,0,0,0,0
FUN_016384-T1,2196,1910,1257,1201
FUN_028028-T1,3350,2204,4471,683
FUN_027327-T1,0,0,0,0
FUN_028130-T1,6947,4752,5007,3942
FUN_041817-T1,964,1432,633,748
FUN_033385-T1,0,0,0,1
FUN_007042-T1,0,0,0,0
FUN_029210-T1,592,493,825,1030
FUN_000258-T1,1,0,0,0
FUN_004121-T1,4767,2424,3892,2660
FUN_039155-T1,0,0,0,0
FUN_018452-T1,0,0,66,0
FUN_031654-T1,112,7,0,171
FUN_028398-T1,0,16,47,141
FUN_028801-T1,0,0,1,0
FUN_042073-T1,0,0,0,0
FUN_013983-T1,11,97,5,80
FUN_037411-T1,157,0,188,38
FUN_035540-T1,0,0,0,0
FUN_011533-T1,0,0,0,0
FUN_012844-T1,0,0,0,0
FUN_022338-T1,17,9,15,46
FUN_018667-T1,0,0,0,0
FUN_000664-T1,0,0,1,0
FUN_012315-T1,3104,3480,3573,1592
FUN_034185-T1,0,0,0,1
FUN_020089-T1,0,4,0,2
FUN_005219-T1,146,35,155,90
FUN_037039-T1,1111,793,798,112
FUN_002682-T1,23575,11702,26852,22463
FUN_022357-T1,290,1294,254,1218
FUN_030715-T1,0,0,0,0
FUN_005931-T1,296,148,0,183
FUN_041195-T1,78,64,93,326
FUN_043483-T1,3423,12545,10267,3322
FUN_014061-T1,0,0,0,0
FUN_001307-T1,127,123,100,162
FUN_026589-T1,1414,2514,1565,4002
FUN_018713-T1,22,0,0,0
FUN_007711-T1,0,0,13,30
FUN_040429-T1,148,149,112,171
FUN_034519-T1,0,0,0,0
FUN_005322-T1,269,341,405,288
FUN_031979-T1,0,0,0,0
FUN_043593-T1,2021,1883,3539,3318
FUN_009034-T1,0,0,0,17
FUN_005262-T1,499,149,229,373
FUN_029284-T1,150,30,89,113
FUN_034013-T1,395,521,418,144
FUN_038033-T1,2343,1533,1894,1619
FUN_007302-T1,10,45,11,94
FUN_030843-T1,0,0,0,0
FUN_016378-T1,23,0,17,0
FUN_029172-T1,9879,26563,18398,8641
FUN_004100-T1,3039,3827,5248,3948
FUN_011474-T1,91,12,11,405
FUN_012025-T1,0,0,0,0
FUN_040577-T1,0,0,0,0
FUN_020069-T1,0,0,0,0
FUN_036523-T1,551,285,376,268
FUN_030618-T1,0,0,0,0
FUN_027216-T1,0,0,0,1
FUN_042182-T1,0,0,0,0
FUN_017982-T1,0,0,0,0
FUN_035242-T1,328,111,197,275
FUN_023439-T1,676,895,1008,588
FUN_020383-T1,0,0,0,0
FUN_018724-T1,0,0,0,0
FUN_015818-T1,0,0,10,0
FUN_010550-T1,0,0,0,0
FUN_041381-T1,0,0,0,1
FUN_032231-T1,163,1618,1552,868
FUN_003720-T1,0,0,16,0
FUN_024809-T1,0,4,0,0
FUN_006991-T1,0,0,0,0
FUN_043428-T1,386,119,229,193
FUN_038377-T1,2897,3331,1791,1324
FUN_026009-T1,2760,4582,23657,16672
FUN_008823-T1,17,24,14,97
FUN_017630-T1,0,0,0,121
FUN_021872-T1,0,0,0,1
FUN_010408-T1,0,0,0,0
FUN_026971-T1,0,0,0,0
FUN_022565-T1,779,585,626,174
FUN_012686-T1,5492,3880,4647,3520
FUN_029967-T1,0,0,0,0
FUN_003037-T1,0,0,0,0
FUN_039256-T1,0,0,0,0
FUN_005883-T1,8117,6674,6024,4890
FUN_010512-T1,321,551,237,345
FUN_028032-T1,115,29,132,0
FUN_023725-T1,0,0,0,0
FUN_029572-T1,601,0,299,192
FUN_033118-T1,0,0,0,0
FUN_012940-T1,0,0,0,0
FUN_013427-T1,273,195,139,40
FUN_040603-T1,10,32,0,3
FUN_017371-T1,0,0,0,0
FUN_024065-T1,101,29,21,119
FUN_001926-T1,0,0,0,0
FUN_009367-T1,0,0,1,3
FUN_036032-T1,468,302,344,372
FUN_021403-T1,0,0,0,0
FUN_026666-T1,0,0,0,0
FUN_033002-T1,0,0,0,0
FUN_003710-T1,37,111,130,18
FUN_011048-T1,1805,1152,1697,1161
FUN_009989-T1,0,0,0,0
FUN_027258-T1,0,0,0,0
FUN_037580-T1,0,0,0,0
FUN_036383-T1,0,0,0,0
FUN_001001-T1,8147,3458,4778,3311
FUN_025149-T1,0,0,0,0
FUN_024383-T1,3995,5025,3790,1841
FUN_024136-T1,1612,909,1206,961
FUN_027416-T1,0,0,0,0
FUN_003980-T1,63,40,88,98
FUN_009677-T1,18262,23538,15058,13946
FUN_018708-T1,0,0,0,78
FUN_004303-T1,1478,961,1130,886
FUN_040300-T1,680,803,842,569
FUN_029591-T1,135,135,74,359
FUN_022698-T1,8589,10058,8120,7684
FUN_031968-T1,460,303,207,438
FUN_017822-T1,122,96,69,63
FUN_013240-T1,0,0,0,0
FUN_008911-T1,783,379,770,566
FUN_039063-T1,0,0,0,0
FUN_025407-T1,158,79,66,66
FUN_020506-T1,0,0,0,0
FUN_038323-T1,35,0,34,16
FUN_044059-T1,6,14,15,39
FUN_004764-T1,1392,800,1902,1110
